cause,effect,nonident_cause,rescue_nodes,n_rescue_nodes
rpoD,napG,cross_scc_blocked,rpoD,1
rpoD,napH,cross_scc_blocked,rpoD,1
rpoD,narG,cross_scc_blocked,rpoD,1
rpoD,narH,cross_scc_blocked,rpoD,1
rpoD,narI,cross_scc_blocked,rpoD,1
rpoD,narJ,cross_scc_blocked,rpoD,1
rpoD,narK,cross_scc_blocked,rpoD,1
rpoD,narL,cross_scc_blocked,fnr|rpoD,2
flhC,flgJ,cross_scc_blocked,flhC|fliZ,2
csgD,fliA,same_scc_long,csgD|fliZ,2
rpoD,narU,cross_scc_blocked,rpoD,1
rpoD,narX,cross_scc_blocked,rpoD,1
rpoD,ndh,cross_scc_blocked,rpoD,1
rpoD,nemA,cross_scc_blocked,rpoD|rutR,2
rpoD,nemR,cross_scc_blocked,rpoD|rutR,2
rpoD,nfeF,cross_scc_blocked,rpoD,1
rpoD,nfo,cross_scc_blocked,rpoD,1
rpoD,nfsA,cross_scc_blocked,rpoD,1
rpoD,nfsB,cross_scc_blocked,rpoD,1
rpoD,nfuA,cross_scc_blocked,rpoD,1
csgD,fliE,cross_scc_blocked,csgD|fliZ,2
rpoD,nhaA,cross_scc_blocked,rpoD,1
rpoD,nhaR,cross_scc_blocked,rpoD,1
rpoD,nirB,cross_scc_blocked,rpoD,1
rpoD,nirC,cross_scc_blocked,rpoD,1
rpoD,nirD,cross_scc_blocked,rpoD,1
rpoD,nohA,cross_scc_blocked,fur|rpoD,2
rpoD,nrdA,cross_scc_blocked,rpoD,1
rpoD,nrdB,cross_scc_blocked,rpoD,1
rpoD,nrdD,cross_scc_blocked,rpoD,1
rpoD,nrdE,cross_scc_blocked,fur|rpoD,2
csgD,fliF,cross_scc_blocked,csgD|fliZ,2
rpoD,nrdF,cross_scc_blocked,fur|rpoD,2
rpoD,nrdG,cross_scc_blocked,rpoD,1
rpoD,nrdH,cross_scc_blocked,fur|rpoD,2
rpoD,nrdI,cross_scc_blocked,fur|rpoD,2
rpoD,nrfA,cross_scc_blocked,rpoD,1
rpoD,nrfB,cross_scc_blocked,rpoD,1
rpoD,nrfC,cross_scc_blocked,rpoD,1
rpoD,nrfD,cross_scc_blocked,rpoD,1
rpoD,nrfE,cross_scc_blocked,rpoD,1
rpoD,nrfF,cross_scc_blocked,rpoD,1
csgD,fliG,cross_scc_blocked,csgD|fliZ,2
rpoD,nrfG,cross_scc_blocked,rpoD,1
rpoD,nuoA,cross_scc_blocked,rpoD,1
rpoD,nuoB,cross_scc_blocked,rpoD,1
rpoD,nuoC,cross_scc_blocked,rpoD,1
rpoD,nuoE,cross_scc_blocked,rpoD,1
rpoD,nuoF,cross_scc_blocked,rpoD,1
rpoD,nuoG,cross_scc_blocked,rpoD,1
rpoD,nuoH,cross_scc_blocked,rpoD,1
rpoD,nuoI,cross_scc_blocked,rpoD,1
rpoD,nuoJ,cross_scc_blocked,rpoD,1
csgD,fliH,cross_scc_blocked,csgD|fliZ,2
rpoD,nuoK,cross_scc_blocked,rpoD,1
rpoD,nuoL,cross_scc_blocked,rpoD,1
rpoD,nuoM,cross_scc_blocked,rpoD,1
rpoD,nuoN,cross_scc_blocked,rpoD,1
rpoD,nupC,cross_scc_blocked,rpoD,1
rpoD,nupG,cross_scc_blocked,rpoD,1
rpoD,nusA,cross_scc_blocked,rpoD,1
rpoD,nusB,cross_scc_blocked,rpoD,1
rpoD,obgE,cross_scc_blocked,rpoD,1
rpoD,ompA,cross_scc_blocked,rpoD,1
csgD,fliI,cross_scc_blocked,csgD|fliZ,2
rpoD,ompC,cross_scc_blocked,rpoD,1
rpoD,ompF,cross_scc_blocked,rpoD,1
rpoD,ompN,cross_scc_blocked,rpoD,1
rpoD,ompR,same_scc_long,rpoD,1
rpoD,ompX,cross_scc_blocked,rpoD,1
rpoD,opgG,cross_scc_blocked,rpoD|rpoE,2
rpoD,opgH,cross_scc_blocked,rpoD|rpoE,2
rpoD,osmB,cross_scc_blocked,rpoD,1
rpoD,osmC,cross_scc_blocked,rpoD,1
rpoD,osmE,cross_scc_blocked,rpoD,1
csgD,fliJ,cross_scc_blocked,csgD|fliZ,2
rpoD,osmY,cross_scc_blocked,rpoD,1
rpoD,oxc,cross_scc_blocked,rpoD,1
rpoD,oxyR,same_scc_long,rpoD,1
rpoD,paaA,cross_scc_blocked,rpoD,1
rpoD,paaB,cross_scc_blocked,rpoD,1
rpoD,paaC,cross_scc_blocked,rpoD,1
rpoD,paaD,cross_scc_blocked,rpoD,1
rpoD,paaE,cross_scc_blocked,rpoD,1
rpoD,paaF,cross_scc_blocked,rpoD,1
rpoD,paaG,cross_scc_blocked,rpoD,1
csgD,fliK,cross_scc_blocked,csgD|fliZ,2
rpoD,paaH,cross_scc_blocked,rpoD,1
rpoD,paaI,cross_scc_blocked,rpoD,1
rpoD,paaJ,cross_scc_blocked,rpoD,1
rpoD,paaK,cross_scc_blocked,rpoD,1
rpoD,pabA,cross_scc_blocked,rpoD|rpoS,2
rpoD,patZ,cross_scc_blocked,crp|rpoD,2
rpoD,pck,cross_scc_blocked,rpoD,1
rpoD,pcnB,cross_scc_blocked,rpoD,1
rpoD,pdeL,cross_scc_blocked,rpoD,1
rpoD,pdhR,cross_scc_blocked,rpoD,1
csgD,fliZ,two_cycle,csgD,1
rpoD,pepD,cross_scc_blocked,rpoD,1
rpoD,pfkA,cross_scc_blocked,rpoD,1
rpoD,pflB,cross_scc_blocked,rpoD,1
rpoD,pgi,cross_scc_blocked,rpoD,1
rpoD,pgk,cross_scc_blocked,rpoD,1
rpoD,pgpA,cross_scc_blocked,rpoD|rpoH,2
rpoD,pheU,cross_scc_blocked,fis|rpoD,2
rpoD,pheV,cross_scc_blocked,fis|rpoD,2
rpoD,phnC,cross_scc_blocked,phoB|rpoD,2
rpoD,phnD,cross_scc_blocked,phoB|rpoD,2
csgD,iraP,cross_scc_blocked,csgD|fliZ|gadE,3
rpoD,phnF,cross_scc_blocked,phoB|rpoD,2
rpoD,phnG,cross_scc_blocked,phoB|rpoD,2
rpoD,phnH,cross_scc_blocked,phoB|rpoD,2
rpoD,phnI,cross_scc_blocked,phoB|rpoD,2
rpoD,phnJ,cross_scc_blocked,phoB|rpoD,2
rpoD,phnK,cross_scc_blocked,phoB|rpoD,2
rpoD,phnL,cross_scc_blocked,phoB|rpoD,2
rpoD,phnM,cross_scc_blocked,phoB|rpoD,2
rpoD,phnN,cross_scc_blocked,phoB|rpoD,2
rpoD,phnO,cross_scc_blocked,phoB|rpoD,2
flhC,flgM,cross_scc_blocked,flhC|fliZ,2
csgD,pepD,cross_scc_blocked,csgD|fliZ|gadE,3
rpoD,phnP,cross_scc_blocked,phoB|rpoD,2
rpoD,phoA,cross_scc_blocked,rpoD,1
rpoD,phoB,same_scc_long,rpoD,1
rpoD,phoE,cross_scc_blocked,phoB|rpoD,2
rpoD,phoH,cross_scc_blocked,rpoD,1
rpoD,phoR,cross_scc_blocked,phoB|rpoD,2
rpoD,phoU,cross_scc_blocked,rpoD,1
rpoD,pitB,cross_scc_blocked,rpoD,1
rpoD,plaR,cross_scc_blocked,rpoD,1
rpoD,pldA,cross_scc_blocked,rpoD,1
csgD,tcyJ,cross_scc_blocked,csgD|fliZ,2
rpoD,pncB,cross_scc_blocked,rpoD,1
rpoD,pnp,cross_scc_blocked,rpoD,1
rpoD,pntA,cross_scc_blocked,rpoD,1
rpoD,polB,cross_scc_blocked,rpoD,1
rpoD,poxB,cross_scc_blocked,rpoD,1
rpoD,ppdD,cross_scc_blocked,crp|rpoD,2
rpoD,ppiA,cross_scc_blocked,rpoD,1
rpoD,ppiD,cross_scc_blocked,rpoD,1
rpoD,ppsA,cross_scc_blocked,rpoD,1
rpoD,pqiA,cross_scc_blocked,rpoD,1
csgD,ubiT,cross_scc_blocked,csgD|fliZ|gadE|nac,4
rpoD,pqiB,cross_scc_blocked,rpoD,1
rpoD,pqiC,cross_scc_blocked,rpoD,1
rpoD,preA,cross_scc_blocked,crp|rpoD,2
rpoD,preT,cross_scc_blocked,crp|rpoD,2
rpoD,prfA,cross_scc_blocked,rpoD,1
rpoD,prfC,cross_scc_blocked,nac|rpoD,2
rpoD,priB,cross_scc_blocked,crp|rpoD,2
rpoD,prlF,cross_scc_blocked,lrp|rpoD,2
rpoD,prmC,cross_scc_blocked,rpoD,1
rpoD,proK,cross_scc_blocked,fis|rpoD,2
csgD,wrbA,cross_scc_blocked,csgD|fliZ|gadE,3
rpoD,proL,cross_scc_blocked,fis|rpoD,2
rpoD,proM,cross_scc_blocked,rpoD,1
rpoD,proP,cross_scc_blocked,rpoD,1
rpoD,proV,cross_scc_blocked,rpoD,1
rpoD,proW,cross_scc_blocked,rpoD,1
rpoD,proX,cross_scc_blocked,rpoD,1
rpoD,prpR,cross_scc_blocked,rpoD,1
rpoD,prs,cross_scc_blocked,rpoD,1
rpoD,psiE,cross_scc_blocked,rpoD,1
rpoD,psiF,cross_scc_blocked,phoB|rpoD,2
csgD,yccJ,cross_scc_blocked,csgD|fliZ|gadE|rpoS,4
rpoD,pstA,cross_scc_blocked,rpoD,1
rpoD,pstB,cross_scc_blocked,rpoD,1
rpoD,pstC,cross_scc_blocked,rpoD,1
rpoD,pstS,cross_scc_blocked,rpoD,1
rpoD,pta,cross_scc_blocked,rpoD,1
rpoD,ptrA,cross_scc_blocked,rpoD,1
rpoD,ptsG,cross_scc_blocked,rpoD,1
rpoD,ptsH,cross_scc_blocked,rpoD,1
rpoD,ptsI,cross_scc_blocked,rpoD,1
rpoD,ptsN,cross_scc_blocked,rpoD,1
qseB,dnaA,same_scc_long,qseB,1
rpoD,purA,cross_scc_blocked,rpoD,1
rpoD,purB,cross_scc_blocked,fur|rpoD,2
rpoD,purC,cross_scc_blocked,fur|rpoD,2
rpoD,purD,cross_scc_blocked,rpoD,1
rpoD,purE,cross_scc_blocked,fur|rpoD,2
rpoD,purF,cross_scc_blocked,fur|rpoD,2
rpoD,purH,cross_scc_blocked,rpoD,1
rpoD,purK,cross_scc_blocked,fur|rpoD,2
rpoD,purL,cross_scc_blocked,fur|rpoD,2
rpoD,purM,cross_scc_blocked,rpoD,1
qseB,feaR,cross_scc_blocked,qseB,1
rpoD,purN,cross_scc_blocked,rpoD,1
rpoD,purR,cross_scc_blocked,fur|rpoD,2
rpoD,purT,cross_scc_blocked,rpoD,1
rpoD,putA,cross_scc_blocked,rpoD,1
rpoD,putP,cross_scc_blocked,rpoD,1
rpoD,pykA,cross_scc_blocked,rpoD,1
rpoD,pykF,cross_scc_blocked,rpoD,1
rpoD,pyrC,cross_scc_blocked,fur|rpoD,2
rpoD,pyrD,cross_scc_blocked,rpoD,1
rpoD,pyrF,cross_scc_blocked,rpoD|rpoH,2
qseB,fimA,cross_scc_blocked,qseB,1
rpoD,qseB,same_scc_long,rpoD,1
rpoD,qseC,cross_scc_blocked,qseB|rpoD,2
rpoD,rapA,cross_scc_blocked,rpoD|rpoH,2
rpoD,rapZ,cross_scc_blocked,rpoD|rpoE,2
rpoD,rarA,cross_scc_blocked,rcsB|rpoD,2
rpoD,rbfA,cross_scc_blocked,rpoD,1
rpoD,rbsA,cross_scc_blocked,crp|rpoD,2
rpoD,rbsB,cross_scc_blocked,crp|rpoD,2
rpoD,rbsC,cross_scc_blocked,crp|rpoD,2
rpoD,rbsD,cross_scc_blocked,crp|rpoD,2
qseB,fimC,cross_scc_blocked,qseB,1
rpoD,rbsK,cross_scc_blocked,crp|rpoD,2
rpoD,rbsR,cross_scc_blocked,crp|rpoD,2
rpoD,rcnA,cross_scc_blocked,fur|rpoD,2
rpoD,rcnB,cross_scc_blocked,fur|rpoD,2
rpoD,rcsA,same_scc_long,rpoD,1
rpoD,rcsB,same_scc_long,rpoD,1
rpoD,rcsD,cross_scc_blocked,hns|rpoD,2
rpoD,recA,cross_scc_blocked,rpoD,1
rpoD,recB,cross_scc_blocked,rpoD,1
rpoD,recC,cross_scc_blocked,rpoD,1
qseB,fimD,cross_scc_blocked,qseB,1
rpoD,recD,cross_scc_blocked,rpoD,1
rpoD,recF,cross_scc_blocked,rpoD,1
rpoD,recG,cross_scc_blocked,rpoD,1
rpoD,recJ,cross_scc_blocked,rpoD,1
rpoD,recN,cross_scc_blocked,rpoD,1
rpoD,recQ,cross_scc_blocked,rpoD,1
rpoD,recX,cross_scc_blocked,rpoD,1
rpoD,relA,cross_scc_blocked,rpoD,1
rpoD,rep,cross_scc_blocked,nac|rpoD,2
rpoD,rfaD,cross_scc_blocked,rpoD,1
flhC,flgN,cross_scc_blocked,flhC|fliZ,2
qseB,fimF,cross_scc_blocked,qseB,1
rpoD,rfe,cross_scc_blocked,rpoD,1
rpoD,rhaA,cross_scc_blocked,rpoD,1
rpoD,rhaB,cross_scc_blocked,rpoD,1
rpoD,rhaD,cross_scc_blocked,rpoD,1
rpoD,rhaR,cross_scc_blocked,rpoD,1
rpoD,rhaS,cross_scc_blocked,rpoD,1
rpoD,rhaT,cross_scc_blocked,rpoD,1
rpoD,ribA,cross_scc_blocked,rpoD,1
rpoD,ribE,cross_scc_blocked,rpoD,1
rpoD,rimK,cross_scc_blocked,rpoD,1
qseB,fimG,cross_scc_blocked,qseB,1
rpoD,rimM,cross_scc_blocked,rpoD,1
rpoD,rimP,cross_scc_blocked,rpoD,1
rpoD,rlmE,cross_scc_blocked,rpoD,1
rpoD,rnlA,cross_scc_blocked,rpoD|rpoH,2
rpoD,rnlB,cross_scc_blocked,rpoD,1
rpoD,rnpB,cross_scc_blocked,rpoD,1
rpoD,rpiB,cross_scc_blocked,lrp|rpoD,2
rpoD,rplB,cross_scc_blocked,rpoD,1
rpoD,rplC,cross_scc_blocked,rpoD,1
rpoD,rplD,cross_scc_blocked,rpoD,1
qseB,fimH,cross_scc_blocked,qseB,1
rpoD,rplI,cross_scc_blocked,crp|rpoD,2
rpoD,rplP,cross_scc_blocked,rpoD,1
rpoD,rplQ,cross_scc_blocked,dksA|rpoD,2
rpoD,rplS,cross_scc_blocked,rpoD,1
rpoD,rplT,cross_scc_blocked,rpoD,1
rpoD,rplU,cross_scc_blocked,rpoD,1
rpoD,rplV,cross_scc_blocked,rpoD,1
rpoD,rplW,cross_scc_blocked,rpoD,1
rpoD,rplY,cross_scc_blocked,dksA|rpoD,2
rpoD,rpmA,cross_scc_blocked,rpoD,1
qseB,fimI,cross_scc_blocked,qseB,1
rpoD,rpmC,cross_scc_blocked,rpoD,1
rpoD,rpmI,cross_scc_blocked,rpoD,1
rpoD,rpoA,cross_scc_blocked,dksA|rpoD,2
rpoD,rpoD,self_loop,,0
rpoD,rpoE,two_cycle,rpoD,1
rpoD,rpoH,two_cycle,rpoD,1
rpoD,rpoN,same_scc_long,rpoD,1
rpoD,rpoS,same_scc_long,rpoD,1
rpoD,rpoZ,cross_scc_blocked,rpoD,1
rpoD,rpsA,same_scc_long,rpoD,1
qseB,flhC,same_scc_long,qseB,1
rpoD,rpsC,cross_scc_blocked,rpoD,1
rpoD,rpsD,cross_scc_blocked,dksA|rpoD,2
rpoD,rpsF,cross_scc_blocked,crp|rpoD,2
rpoD,rpsJ,cross_scc_blocked,rpoD,1
rpoD,rpsK,cross_scc_blocked,dksA|rpoD,2
rpoD,rpsM,cross_scc_blocked,dksA|rpoD,2
rpoD,rpsO,cross_scc_blocked,rpoD,1
rpoD,rpsP,cross_scc_blocked,rpoD,1
rpoD,rpsQ,cross_scc_blocked,rpoD,1
rpoD,rpsR,cross_scc_blocked,crp|rpoD,2
qseB,flhD,same_scc_long,qseB,1
rpoD,rpsS,cross_scc_blocked,rpoD,1
rpoD,rpsU,cross_scc_blocked,rpoD,1
rpoD,rraA,cross_scc_blocked,rpoD|rpoS,2
rpoD,rrfA,cross_scc_blocked,rpoD,1
rpoD,rrfB,cross_scc_blocked,rpoD,1
rpoD,rrfC,cross_scc_blocked,rpoD,1
rpoD,rrfD,cross_scc_blocked,rpoD,1
rpoD,rrfE,cross_scc_blocked,rpoD,1
rpoD,rrfF,cross_scc_blocked,rpoD,1
rpoD,rrfG,cross_scc_blocked,rpoD,1
qseB,qseB,self_loop,,0
rpoD,rrfH,cross_scc_blocked,rpoD,1
rpoD,rrlA,cross_scc_blocked,rpoD,1
rpoD,rrlB,cross_scc_blocked,rpoD,1
rpoD,rrlC,cross_scc_blocked,rpoD,1
rpoD,rrlD,cross_scc_blocked,rpoD,1
rpoD,rrlE,cross_scc_blocked,rpoD,1
rpoD,rrlG,cross_scc_blocked,rpoD,1
rpoD,rrlH,cross_scc_blocked,rpoD,1
rpoD,rrsA,cross_scc_blocked,rpoD,1
rpoD,rrsB,cross_scc_blocked,rpoD,1
qseB,qseC,cross_scc_blocked,qseB|rpoD,2
rpoD,rrsC,cross_scc_blocked,rpoD,1
rpoD,rrsD,cross_scc_blocked,rpoD,1
rpoD,rrsE,cross_scc_blocked,rpoD,1
rpoD,rrsG,cross_scc_blocked,rpoD,1
rpoD,rrsH,cross_scc_blocked,rpoD,1
rpoD,rsd,cross_scc_blocked,rpoD,1
rpoD,rseA,cross_scc_blocked,rpoD,1
rpoD,rseB,cross_scc_blocked,rpoD,1
rpoD,rseC,cross_scc_blocked,rpoD,1
rpoD,rseD,cross_scc_blocked,rpoD,1
bglG,bglG,self_loop,,0
rpoD,rsmG,cross_scc_blocked,rpoD|rpoS,2
rpoD,rsmH,cross_scc_blocked,rpoD,1
rpoD,rutR,same_scc_long,rpoD,1
rpoD,safA,cross_scc_blocked,rpoD,1
rpoD,sbcC,cross_scc_blocked,phoB|rpoD,2
rpoD,sbcD,cross_scc_blocked,rpoD,1
rpoD,sdhA,cross_scc_blocked,rpoD,1
rpoD,sdhB,cross_scc_blocked,rpoD,1
rpoD,sdhC,cross_scc_blocked,rpoD,1
rpoD,sdhD,cross_scc_blocked,rpoD,1
bglJ,bglB,cross_scc_blocked,,0
rpoD,sdiA,same_scc_long,rpoD,1
rpoD,secB,cross_scc_blocked,crp|rpoD,2
rpoD,secG,cross_scc_blocked,nac|rpoD,2
rpoD,serA,cross_scc_blocked,rpoD,1
rpoD,serC,cross_scc_blocked,rpoD,1
rpoD,serT,cross_scc_blocked,fis|rpoD,2
rpoD,serX,cross_scc_blocked,fis|rpoD,2
rpoD,setA,cross_scc_blocked,rpoD,1
rpoD,sfsA,cross_scc_blocked,crp|rpoD,2
rpoD,sgbE,cross_scc_blocked,rpoD,1
flhC,flhA,cross_scc_blocked,flhC|fliZ,2
bglJ,bglF,cross_scc_blocked,,0
rpoD,sgbH,cross_scc_blocked,rpoD,1
rpoD,sgbU,cross_scc_blocked,rpoD,1
rpoD,sgrR,cross_scc_blocked,dksA|rpoD,2
rpoD,sgrT,cross_scc_blocked,rpoD,1
rpoD,shiA,cross_scc_blocked,nac|rpoD,2
rpoD,shoB,cross_scc_blocked,rpoD,1
rpoD,sixA,cross_scc_blocked,rpoD|rpoE,2
rpoD,slp,cross_scc_blocked,rpoD,1
rpoD,sodA,cross_scc_blocked,rpoD,1
rpoD,sodB,cross_scc_blocked,rpoD,1
bglJ,bglG,cross_scc_blocked,,0
rpoD,sohB,cross_scc_blocked,rpoD,1
rpoD,soxR,same_scc_long,rpoD,1
rpoD,soxS,same_scc_long,rpoD,1
rpoD,speA,cross_scc_blocked,fur|rpoD,2
rpoD,speB,cross_scc_blocked,rpoD,1
rpoD,spf,cross_scc_blocked,rpoD,1
rpoD,spoT,cross_scc_blocked,dksA|rpoD,2
rpoD,spy,cross_scc_blocked,rpoD,1
rpoD,srkA,cross_scc_blocked,cpxR|rpoD,2
rpoD,srlA,cross_scc_blocked,rpoD,1
bglJ,leuO,two_cycle,bglJ,1
rpoD,srlB,cross_scc_blocked,rpoD,1
rpoD,srlD,cross_scc_blocked,rpoD,1
rpoD,srlE,cross_scc_blocked,rpoD,1
rpoD,srlR,cross_scc_blocked,rpoD,1
rpoD,ssb,cross_scc_blocked,rpoD,1
rpoD,ssnA,cross_scc_blocked,rpoD|rpoN,2
rpoD,ssrA,cross_scc_blocked,rpoD|zraR,2
rpoD,ssrS,cross_scc_blocked,rpoD,1
rpoD,ssuA,cross_scc_blocked,rpoD,1
rpoD,ssuB,cross_scc_blocked,rpoD,1
bglJ,sfsB,cross_scc_blocked,fliZ|gadE|rcsB|yjjQ,4
rpoD,ssuC,cross_scc_blocked,rpoD,1
rpoD,ssuD,cross_scc_blocked,rpoD,1
rpoD,ssuE,cross_scc_blocked,rpoD,1
rpoD,stfQ,cross_scc_blocked,fur|rpoD,2
rpoD,stpA,same_scc_long,rpoD,1
rpoD,sucA,cross_scc_blocked,rpoD,1
rpoD,sucB,cross_scc_blocked,rpoD,1
rpoD,sucC,cross_scc_blocked,rpoD,1
rpoD,sucD,cross_scc_blocked,rpoD,1
rpoD,sufA,cross_scc_blocked,rpoD,1
bglJ,yecT,cross_scc_blocked,fliZ|gadE|rcsB|yjjQ,4
rpoD,sufB,cross_scc_blocked,rpoD,1
rpoD,sufC,cross_scc_blocked,rpoD,1
rpoD,sufD,cross_scc_blocked,rpoD,1
rpoD,sufE,cross_scc_blocked,rpoD,1
rpoD,sufS,cross_scc_blocked,rpoD,1
rpoD,sulA,cross_scc_blocked,rpoD,1
rpoD,sutR,scc_edge_dissolved,fliZ|gadE|rpoD,3
rpoD,sxy,cross_scc_blocked,crp|rpoD,2
rpoD,symE,cross_scc_blocked,rpoD,1
rpoD,tcyJ,cross_scc_blocked,rpoD,1
bglJ,yehF,cross_scc_blocked,fliZ|gadE|yjjQ,3
rpoD,tdh,cross_scc_blocked,lrp|rpoD,2
rpoD,tfaQ,cross_scc_blocked,rpoD,1
rpoD,tff,cross_scc_blocked,nac|rpoD,2
rpoD,thiB,cross_scc_blocked,dksA|rpoD,2
rpoD,thiL,cross_scc_blocked,rpoD,1
rpoD,thiP,cross_scc_blocked,dksA|rpoD,2
rpoD,thiQ,cross_scc_blocked,dksA|rpoD,2
rpoD,thrA,cross_scc_blocked,rpoD,1
rpoD,thrB,cross_scc_blocked,dksA|rpoD,2
rpoD,thrC,cross_scc_blocked,dksA|rpoD,2
bglJ,ygiZ,cross_scc_blocked,fliZ|gadE|yjjQ,3
rpoD,thrL,cross_scc_blocked,rpoD,1
rpoD,thrT,cross_scc_blocked,fis|rpoD,2
rpoD,thrU,cross_scc_blocked,fis|rpoD,2
rpoD,thrV,cross_scc_blocked,rpoD,1
rpoD,thrW,cross_scc_blocked,fis|rpoD,2
rpoD,tnaA,cross_scc_blocked,rpoD,1
rpoD,tnaB,cross_scc_blocked,rpoD,1
rpoD,tnaC,cross_scc_blocked,rpoD,1
rpoD,tomB,cross_scc_blocked,rpoD,1
rpoD,tonB,cross_scc_blocked,fur|rpoD,2
bglJ,yidL,cross_scc_blocked,fliZ|gadE|rcsB|yjjQ,4
rpoD,topA,cross_scc_blocked,rpoD,1
rpoD,torA,cross_scc_blocked,rpoD,1
rpoD,torC,cross_scc_blocked,rpoD,1
rpoD,torD,cross_scc_blocked,rpoD,1
rpoD,torR,scc_edge_dissolved,rpoD,1
rpoD,tpiA,cross_scc_blocked,rpoD,1
rpoD,tpr,cross_scc_blocked,fis|rpoD,2
rpoD,tpx,cross_scc_blocked,rpoD,1
rpoD,treB,cross_scc_blocked,rpoD,1
rpoD,treC,cross_scc_blocked,rpoD,1
bglJ,ynbA,cross_scc_blocked,fliZ|gadE|rcsB|yjjQ,4
rpoD,treR,cross_scc_blocked,phoP|rpoD|rpoH,3
rpoD,trmD,cross_scc_blocked,rpoD,1
rpoD,trmH,cross_scc_blocked,dksA|rpoD,2
rpoD,truB,cross_scc_blocked,rpoD,1
rpoD,trxA,cross_scc_blocked,crp|rpoD,2
rpoD,trxC,cross_scc_blocked,oxyR|rpoD,2
rpoD,tsr,cross_scc_blocked,rpoD,1
rpoD,tsx,cross_scc_blocked,rpoD,1
rpoD,ttdA,cross_scc_blocked,hns|rpoD,2
rpoD,ttdB,cross_scc_blocked,hns|rpoD,2
bglJ,ynbB,cross_scc_blocked,fliZ|gadE|rcsB|yjjQ,4
rpoD,ttdT,cross_scc_blocked,hns|rpoD,2
rpoD,tufA,cross_scc_blocked,rpoD,1
rpoD,tufB,cross_scc_blocked,fis|rpoD,2
rpoD,tynA,cross_scc_blocked,rpoD,1
rpoD,tyrA,cross_scc_blocked,rpoD,1
rpoD,tyrB,cross_scc_blocked,rpoD,1
rpoD,tyrP,cross_scc_blocked,rpoD,1
rpoD,tyrR,cross_scc_blocked,rpoD,1
rpoD,tyrT,cross_scc_blocked,fis|rpoD,2
rpoD,tyrU,cross_scc_blocked,fis|rpoD,2
flhC,flhB,cross_scc_blocked,flhC|fliZ,2
bglJ,ynbC,cross_scc_blocked,fliZ|gadE|rcsB|yjjQ,4
rpoD,tyrV,cross_scc_blocked,fis|rpoD,2
rpoD,ubiA,cross_scc_blocked,rpoD,1
rpoD,ubiC,cross_scc_blocked,rpoD,1
rpoD,ubiG,cross_scc_blocked,crp|rpoD,2
rpoD,ubiX,cross_scc_blocked,fur|rpoD,2
rpoD,udp,cross_scc_blocked,rpoD,1
rpoD,ugpA,cross_scc_blocked,rpoD,1
rpoD,ugpB,cross_scc_blocked,rpoD,1
rpoD,ugpC,cross_scc_blocked,rpoD,1
rpoD,ugpE,cross_scc_blocked,rpoD,1
bglJ,ynbD,cross_scc_blocked,fliZ|gadE|rcsB|yjjQ,4
rpoD,ugpQ,cross_scc_blocked,rpoD,1
rpoD,uhpT,cross_scc_blocked,rpoD,1
rpoD,ulaA,cross_scc_blocked,rpoD,1
rpoD,ulaB,cross_scc_blocked,rpoD,1
rpoD,ulaC,cross_scc_blocked,rpoD,1
rpoD,ulaD,cross_scc_blocked,rpoD,1
rpoD,ulaE,cross_scc_blocked,rpoD,1
rpoD,ulaF,cross_scc_blocked,rpoD,1
rpoD,umpH,cross_scc_blocked,crp|rpoD,2
rpoD,umuC,cross_scc_blocked,rpoD,1
bglJ,ynjI,cross_scc_blocked,fliZ|gadE|rcsB|yjjQ,4
rpoD,umuD,cross_scc_blocked,rpoD,1
rpoD,upp,cross_scc_blocked,rpoD,1
rpoD,uraA,cross_scc_blocked,fnr|rpoD,2
rpoD,uspA,cross_scc_blocked,rpoD,1
rpoD,uvrA,cross_scc_blocked,rpoD,1
rpoD,uvrB,cross_scc_blocked,rpoD,1
rpoD,uvrC,cross_scc_blocked,rpoD,1
rpoD,uvrD,cross_scc_blocked,rpoD,1
rpoD,uvrY,cross_scc_blocked,rpoD,1
rpoD,uxaA,cross_scc_blocked,rpoD,1
bglJ,yqhG,cross_scc_blocked,fliZ|gadE|rcsB|yjjQ,4
rpoD,uxaB,cross_scc_blocked,rpoD,1
rpoD,uxaC,cross_scc_blocked,rpoD,1
rpoD,uxuA,cross_scc_blocked,rpoD,1
rpoD,uxuB,cross_scc_blocked,rpoD,1
rpoD,uxuR,cross_scc_blocked,rpoD,1
rpoD,valS,cross_scc_blocked,rpoD|rpoH,2
rpoD,valT,cross_scc_blocked,fis|rpoD,2
rpoD,valU,cross_scc_blocked,fis|rpoD,2
rpoD,valX,cross_scc_blocked,fis|rpoD,2
rpoD,valY,cross_scc_blocked,fis|rpoD,2
leuO,bglB,cross_scc_blocked,,0
rpoD,waaA,cross_scc_blocked,rpoD,1
rpoD,waaC,cross_scc_blocked,rpoD,1
rpoD,waaF,cross_scc_blocked,rpoD,1
rpoD,waaG,cross_scc_blocked,nac|rpoD,2
rpoD,waaH,cross_scc_blocked,phoB|rpoD,2
rpoD,waaL,cross_scc_blocked,rpoD,1
rpoD,waaY,cross_scc_blocked,rpoD,1
rpoD,waaZ,cross_scc_blocked,rpoD,1
rpoD,wcaA,cross_scc_blocked,rpoD,1
rpoD,wcaB,cross_scc_blocked,rpoD,1
leuO,bglF,cross_scc_blocked,,0
